Code,subcode,Offence description,Violent offence
80304,80304.0,Being in charge of a motor vehicle while unfit through drink or drugs (impairment),No
80305,80305.0,"Being in charge of a motor vehicle while having a breath, urine or blood alcohol concentration in excess of the prescribed limit",No
80306,80306.0,Being in charge of a motor vehicle and failing to provide a specimen for a laboratory test or two specimens for analysis of breath if at the relevant time driving or attempting to drive a motor vehicle,No
80307,80307.0,Failing without reasonable excuse to provide a specimen of breath for a preliminary test,No
80308,80308.0,Failing to allow specimen of blood to be subjected to laboratory test,No
80309,80309.0,Driving or attempting to drive a motor vehicle whilst unfit through drink or drugs (impairment) - drink,No
80310,80310.0,Driving or attempting to drive a motor vehicle whilst unfit through drink or drugs (impairment) - drugs,No
80311,80311.0,Being in charge of a mechanically propelled vehicle whilst unfit to drive through drink or drugs. (impairment) - drink,No
80312,80312.0,Being in charge of a mechanically propelled vehicle whilst unfit to drive through drink or drugs. (impairment) - drugs,No
80313.0,80313.0,Drive a motor vehicle with the proportion of specified controlled drug above specified limit,No
80314,80314.0,Unknown drink/drug driving offence,No
80315,80315.0,Unknown drink/drug driving offence,No
80316.0,80316.0,Attempt to drive a motor vehicle with the proportion of specified controlled drug above specified limit,No
80400,80400.0,"Careless Driving: Aiding, abetting, causing or permitting careless driving    [Use this code only if you are unable to determine which subcoded Offence applies]",No
80401,80401.0,Careless Driving: Without due care and attention or reasonable consideration for other road users,No
80402,80402.0,Failure to comply with an order to stop a moving vehicle,No
80403,80403.0,Use of hand held mobile phone while driving,No
80404,80404.0,Causing the use of a mobile phone while driving a motor vehicle,No
80405,80405.0,Using a mobile phone while supervising the holder of a provisional driving licence to drive a motor vehicle on the road.,No
80406,80406.0,"Breach of requirements as to control of vehicle, position which does not give proper control or full view of road and traffic ahead etc.",No
80490,80490.0,Other careless driving offences and racing,No
80500,80500.0,Accident offences    [Use this code only if you are unable to determine which subcoded Offence applies],No
80501,80501.0,Failing to stop after accident,No
80502,80502.0,Failing to report accident within 24 hours,No
80503,80503.0,Failing to give name and address after an accident,No
80700,80700.0,Driving licence related offences    [Use this code only if you are unable to determine which subcoded Offence applies],No
80701,80701.0,Driving whilst disqualified from holding or obtaining a licence,No
80702,80702.0,Driving or causing or permitting another person to drive other than in accordance with a licence (full or provisional) (except HGV).,No
80703,80703.0,Failing to produce driving licence; New driver failing to produce driving test pass certificate,No
80704,80704.0,Driving after false declaration as to physical fitness; driving after failing to declare; driving after refusal or revocation,No
80705,80705.0,Making false statements to obtain or failure to produce revoked licence,No
80706,80706.0,Driving licence holder failing to surrender licence and counterpart,No
80707,80707.0,Driving or causing or permitting driving of a relevant vehicle on road without a Certificate of Professional Competence (CPC),No
80708,80708.0,"Driver failing to carry in vehicle CPC, initial CPC or document authorising driving while taking a course; failing to produce evidence or document regarding CPC to constable or vehicle examiner",No
80709,80709.0,Fail to comply with notice in writing to surrender revoked document or card,No
80710,80710.0,Knowingly making a false statement to obtain issue of a driver qualification card,No
80790,80790.0,Other driving licence offences (excluding forgery),No
80900,80900.0,Vehicle insurance offences    [Use this code only if you are unable to determine which subcoded Offence applies],No
80901,80901.0,Using motor vehicle uninsured against third party risks,No
80902.0,80902.0,Making false statement or with holding material information in order to obtain the issue of a certificate of insurance,No
80903.0,80903.0,Keeping vehicle which does not meet insurance requirements,No
80990,80990.0,Other vehicle insurance offences (except forgery etc). Offences under Motor Vehicles (Third Party Risks) Regulations 1972,No
81000,81000.0,Vehicle registration and excise licence offences    [Use this code only if you are unable to determine which subcoded Offence applies],No
81001,81001.0,Motor vehicle licence obscured or not affixed,No
81002,81002.0,Making false statement or produces false evidence for the purposes of Regs under 66(1) of this Act (applying for a licence under Vehicles (Excise) Act 1971),No
81003,81003.0,Disclose any information obtained from the register of vehicles held under S.21 of the Vehicle Excise & Registration Act 1994,No
81090,81090.0,Other offences connected with vehicle registration and excise licence (except forgery and deception offences; and failing to pay duty offences),No
81100,81100.0,Work record or employment offences    [Use this code only if you are unable to determine which subcoded Offence applies],No
81101,81101.0,"Driver or employer failing to keep or produce records, or to install and use recording equipment",No
81102,81102.0,Failing to observe limits on hours of driving and duty or rest requirements,No
81103.0,81103.0,"TEW offences Passenger and Goods Vehicles (Recording Equipment) (Tachograph Card) Regulations 2006 RR.3 (1) (a), (2) & (6); 4(1) (a),(2) &",No
81104.0,81104.0,"Summary offences Passenger and Goods Vehicles (Recording Equipment) (Tachograph Card) Regulations 2006 RR.4 (1) (a) & (4); 4(1)(b) & (4); 4(1) (c) & (4); 4(1)(g) & (4);5,6 &7",No
81190,81190.0,Other work record or employment offences (except falsification of records).,No
81200,81200.0,"Aiding, abetting, causing or permitting operator's licence offences (except using etc. with intent to deceive). Offences under Goods Vehicles (Operator's Licences Qualification and Fees) Regulations 1984. Offences under Public Passenger Vehicles Act 1981. Offences under Road Vehicles (Registration and Licensing) Regulations 2002",No
81300,81300.0,"Aiding, abetting, causing or permitting vehicle test offences (except fraud etc connected with test certificate)",No
81400,81400.0,"Fraud, forgery etc associated with vehicle or driver records    [Use this code only if you are unable to determine which subcoded Offence applies]",No
81401,81401.0,"Fraud, forgery etc. associated with driving licence",No
81402,81402.0,"Fraud, forgery etc. associated with insurance certificate",No
81403,81403.0,"Fraud, forgery etc. associated with registration and licensing documents",No
81404,81404.0,"Fraud, forgery etc. associated with work records",No
81405,81405.0,"Fraud, forgery etc. associated with operator's licence",No
81406,81406.0,"Fraud, forgery etc. associated with test certificate",No
81407,81407.0,Mishandling or faking parking documents,No
81408,81408.0,"Making false statement or producing, providing, sending or otherwise making use of a document known to be false for purposes of either SS.53-60 and 63 of RTA 88 or of Regulations made under SS.49-51,61,62 & 66(3) - Road Traffic Act 1988",No
81409,81409.0,"Wilfully, or with intent to deceive, making a false entry in any record required to be made or kept by regulations under S.74 (operator's duty to inspect and keep records of inspections of goods vehicles)",No
81410.0,81410.0,"Forging, altering, using, lending or making document or authority to drive, card, licence or certificate with intent to deceive",No
81500,81500.0,"Aiding, abetting, causing or permitting vehicle or part in dangerous or defective condition",No
81501,81501.0,Brakes defective,No
81502,81502.0,Steering defective,No
81503,81503.0,Tyres defective,No
81504,81504.0,Using vehicle in dangerous condition etc,No
81505,81505.0,Breach of legal exhaust emissions,No
81590,81590.0,"Other offences relating to vehicles in dangerous or defective condition (excluding exceeding specified limits for exhaust emissions, defective brakes, steering and tyres)",No
